1-199 equipable items, 200- potions, 300- scrolls, 400-books, 500- artifacts, 600 quest items 700- message scrolls ;;;;;;;;;;;;;;;;
Item #;Pic File;Name;Value;Equip Stat;Skill Group;Mod1;Mod2;material;ID/Rep/St;Not identified name;Sprite Index;VarA;VarB;Equip X;Equip Y;Notes
547;null;artifact 547;0;0;0;0;0;0;0;0;1;0;0;0;0;artifact 547
548;null;artifact 548;0;0;0;0;0;0;0;0;1;0;0;0;0;artifact 548
549;null;artifact 549;0;0;0;0;0;0;0;0;1;0;0;0;0;artifact 549
550;null;artifact 550;0;0;0;0;0;0;0;0;1;0;0;0;0;artifact 550
551;null;artifact 551;0;0;0;0;0;0;0;0;1;0;0;0;0;artifact 551
552;null;artifact 552;0;0;0;0;0;0;0;0;1;0;0;0;0;artifact 552
553;null;artifact 553;0;0;0;0;0;0;0;0;1;0;0;0;0;artifact 553
554;null;artifact 554;0;0;0;0;0;0;0;0;1;0;0;0;0;artifact 554
555;null;artifact 555;0;0;0;0;0;0;0;0;1;0;0;0;0;artifact 555
556;null;artifact 556;0;0;0;0;0;0;0;0;1;0;0;0;0;artifact 556
557;null;artifact 557;0;0;0;0;0;0;0;0;1;0;0;0;0;artifact 557
558;null;artifact 558;0;0;0;0;0;0;0;0;1;0;0;0;0;artifact 558
559;null;artifact 559;0;0;0;0;0;0;0;0;1;0;0;0;0;artifact 559
560;null;artifact 560;0;0;0;0;0;0;0;0;1;0;0;0;0;artifact 560
561;null;artifact 561;0;0;0;0;0;0;0;0;1;0;0;0;0;artifact 561
562;null;artifact 562;0;0;0;0;0;0;0;0;1;0;0;0;0;artifact 562
563;null;artifact 563;0;0;0;0;0;0;0;0;1;0;0;0;0;artifact 563
564;null;artifact 564;0;0;0;0;0;0;0;0;1;0;0;0;0;artifact 564
565;null;artifact 565;0;0;0;0;0;0;0;0;1;0;0;0;0;artifact 565
566;null;artifact 566;0;0;0;0;0;0;0;0;1;0;0;0;0;artifact 566
567;null;artifact 567;0;0;0;0;0;0;0;0;1;0;0;0;0;artifact 567
568;null;artifact 568;0;0;0;0;0;0;0;0;1;0;0;0;0;artifact 568
569;null;artifact 569;0;0;0;0;0;0;0;0;1;0;0;0;0;artifact 569
570;null;artifact 570;0;0;0;0;0;0;0;0;1;0;0;0;0;artifact 570
571;null;artifact 571;0;0;0;0;0;0;0;0;1;0;0;0;0;artifact 571
572;null;artifact 572;0;0;0;0;0;0;0;0;1;0;0;0;0;artifact 572
573;null;artifact 573;0;0;0;0;0;0;0;0;1;0;0;0;0;artifact 573
574;null;artifact 574;0;0;0;0;0;0;0;0;1;0;0;0;0;artifact 574
575;null;artifact 575;0;0;0;0;0;0;0;0;1;0;0;0;0;artifact 575
576;null;artifact 576;0;0;0;0;0;0;0;0;1;0;0;0;0;artifact 576
577;null;artifact 577;0;0;0;0;0;0;0;0;1;0;0;0;0;artifact 577
578;null;artifact 578;0;0;0;0;0;0;0;0;1;0;0;0;0;artifact 578
579;null;artifact 579;0;0;0;0;0;0;0;0;1;0;0;0;0;artifact 579
580;null;artifact 580;0;0;0;0;0;0;0;0;1;0;0;0;0;artifact 580
581;null;artifact 581;0;0;0;0;0;0;0;0;1;0;0;0;0;artifact 581
582;null;artifact 582;0;0;0;0;0;0;0;0;1;0;0;0;0;artifact 582
583;null;artifact 583;0;0;0;0;0;0;0;0;1;0;0;0;0;artifact 583
584;null;artifact 584;0;0;0;0;0;0;0;0;1;0;0;0;0;artifact 584
585;null;artifact 585;0;0;0;0;0;0;0;0;1;0;0;0;0;artifact 585
586;null;artifact 586;0;0;0;0;0;0;0;0;1;0;0;0;0;artifact 586
587;null;artifact 587;0;0;0;0;0;0;0;0;1;0;0;0;0;artifact 587
588;null;artifact 588;0;0;0;0;0;0;0;0;1;0;0;0;0;artifact 588
589;null;artifact 589;0;0;0;0;0;0;0;0;1;0;0;0;0;artifact 589
590;null;artifact 590;0;0;0;0;0;0;0;0;1;0;0;0;0;artifact 590
591;null;artifact 591;0;0;0;0;0;0;0;0;1;0;0;0;0;artifact 591
592;null;artifact 592;0;0;0;0;0;0;0;0;1;0;0;0;0;artifact 592
593;null;artifact 593;0;0;0;0;0;0;0;0;1;0;0;0;0;artifact 593
594;null;artifact 594;0;0;0;0;0;0;0;0;1;0;0;0;0;artifact 594
595;null;artifact 595;0;0;0;0;0;0;0;0;1;0;0;0;0;artifact 595
596;null;artifact 596;0;0;0;0;0;0;0;0;1;0;0;0;0;artifact 596
597;null;artifact 597;0;0;0;0;0;0;0;0;1;0;0;0;0;artifact 597
598;null;artifact 598;0;0;0;0;0;0;0;0;1;0;0;0;0;artifact 598
599;null;artifact 599;0;0;0;0;0;0;0;0;1;0;0;0;0;artifact 599
600;null;quest item 600;0;N / A;Misc;0;0;0;0;0;1;0;0;0;0;quest item 600
601;null;quest item 601;0;N / A;Misc;0;0;0;0;0;1;0;0;0;0;quest item 601
602;item266;False Report;0;N / A;Misc;0;0;0;0;Report;86;0;0;0;0;Quest Item: A letter given to you by Arion Hunter for delivery to the Dread Pirate Stanley on Regna.
603;item267;Urn of Ashes;0;N / A;Misc;0;0;0;0;Urn;87;0;0;0;0;Quest Item: A funerary urn entrusted to your care by the Troll, Overdune Snapfinger. It contains the ashes of his brother, Vilebite.
604;item268;Nightshade Brazier;0;N / A;Misc;0;0;0;0;Brazier;88;0;0;0;0;Quest Item: This brazier emanates the unsettling vibrancy of dark magic. It smells strongly of pitch and sulfur.
605;item269;Dragon Leader's Egg;0;N / A;Misc;0;0;0;0;Egg;89;0;0;0;0;Quest Item: This Dragon egg is nearly ready to hatch. The small life inside makes its presence known with an occasional rustle.
606;item270;Heart of Fire;0;N / A;Misc;0;0;0;0;Heartstone;92;0;0;0;0;Quest Item: The Heart of Fire is a gem of pure elemental force clear of imperfections and weighing at least a hundred carets. No doubt, a magic item made from it would be incredibly potent.
607;item271;Heart of Water;0;N / A;Misc;0;0;0;0;Heartstone;93;0;0;0;0;Quest Item: The Heart of Water is a gem of pure elemental force clear of imperfections and weighing at least a hundred carets. No doubt, a magic item made from it would be incredibly potent.
608;item272;Heart of Air;0;N / A;Misc;0;0;0;0;Heartstone;94;0;0;0;0;Quest Item: The Heart of Air is a gem of pure elemental force clear of imperfections and weighing at least a hundred carets. No doubt, a magic item made from it would be incredibly potent.
609;item273;Heart of Earth;0;N / A;Misc;0;0;0;0;Heartstone;95;0;0;0;0;Quest Item: The Heart of Earth is a gem of pure elemental force clear of imperfections and weighing at least a hundred carets. No doubt, a magic item made from it would be incredibly potent.
610;item274;Conflux Key;0;N / A;Misc;0;0;0;0;Key;96;0;0;0;0;Quest Item: Using the four elemental heart gems, Xanthor made you this interplaner key of extreme power. He tells you it will open the crystal gateway which connects Ravenshore to the mysterious Plane Between Planes.
611;item275;Lost Book of Kehl;0;N / A;Misc;0;0;0;0;Book;97;0;0;0;0;"Quest Item: The formerly ""Lost"" Book of Kehl. Some say he was the greatest necromancer of the last age. Staring at the intricately embossed cover is a disquieting experience as the design seems to writhe with evil energy."
612;item276;Sarcophagus of Korbu;0;N / A;Misc;0;0;0;0;Sarcophagus;98;0;0;0;0;Quest Item: Though painstakingly carved from a single slab of gray stone, Korbu's sarcophagus is inexplicably, much lighter in weight than seems possible. Removal of the snug fitting lid produces a powerful exhalation of myrrh and stale crypt air.
613;item277;Puzzle Box;0;N / A;Misc;0;0;0;0;Box;145;0;0;0;0;Quest Item: No matter how you move the shifting panels of this small inlaid box, its lid remains shut. When you shake it, you can hear something rattling around inside. It sounds like a large nut or bead.
614;item278;Vial of Grave Earth;0;N / A;Misc;0;0;0;0;Vial;100;0;0;0;0;Quest Item: This is the vial of dirt you stole from the vampire crypt in Shadowspire.
615;item279;Drum of Victory;0;N / A;Misc;0;0;0;0;Drum;101;0;0;0;0;Quest Item: This magical items properties are unknown to you. When you tap the drum's head with one of its sticks, the resulting beat resonates with echoes that seem to reflect from the ceiling of the sky.
616;item280;Anointed Herb Potion;0;N / A;Misc;0;0;0;0;Potion Bottle;132;0;0;0;0;Quest Item: Though possessing no magical properties, this potion's ingredients have been gathered under the most stringent ritual conditions. The thornbark powder, for example, was ground in a silver mortar from bark stripped during the peak of a high noon eclipse. The whole concoction has sat in the seer's personal shrine for more than a hundred years.
617;item281;Power Stone;0;N / A;Misc;0;0;0;0;Stone;139;0;0;0;0;Quest Item: A facet carved stone of dark glassy rock. When tapped it produces a high bell tone.
618;item297;Power Stone;0;N / A;Misc;0;0;0;0;Stone;140;0;0;0;0;Quest Item: A facet carved stone of dark glassy rock. When tapped it produces a medium bell tone.
619;item224;Pirate Leader's Key;0;N / A;Misc;0;0;0;0;Key;80;0;0;0;0;Quest Item: The key you took from Blackwell Cooper's body.
620;Item232;Prison Key;0;N / A;Misc;0;0;0;0;Key;80;0;0;0;0;Quest Item: A key of the type commonly used for dungeon cell door locks.
621;item233;Prison Key;0;N / A;Misc;0;0;0;0;Key;80;0;0;0;0;Quest Item: A key of the type commonly used for dungeon cell door locks.
622;null;quest item 622;0;N / A;Misc;0;0;0;0;0;1;0;0;0;0;quest item 622
623;item212;Gem of Restoration;0;N / A;Misc;0;0;0;0;Gem;143;0;0;0;0;Quest Item: This large ruby is of perfect quality, clear throughout with an even pigeon blood red. It contains a powerful enchantment and pulses with a slumbering heartbeat rhythm.
624;null;quest item 624;0;N / A;Misc;0;0;0;0;0;1;0;0;0;0;quest item 624
625;null;quest item 625;0;N / A;Misc;0;0;0;0;0;1;0;0;0;0;quest item 625
626;item207;Prophecies of the Sun;0;N / A;Misc;0;0;0;0;Book;78;0;0;0;0;Quest Item: The writing inside this book reads like the ranting of a madman. Still, someone must have thought highly of it. The text is entirely hand scribed in a florid style. Inset illuminations bring to life scenes from the story which are, in turn, disturbing, outlandish or seemingly drawn from nightmare.
627;item293;Remains of Korbu;0;N / A;Misc;0;0;0;0;Remains;102;0;0;0;0;Quest Item: The remains of Korbu who some claim was the most powerful vampire of all times. He's not much to look at now, however. His skeleton has been almost completely dismantled--either by design or the ravages of time, and a wooden stake is nestled entirely within the ribcage.
628;item294;Lich Jar;0;N / A;Misc;0;0;0;0;Jar;103;0;0;0;0;Quest Item: A well made jar.
629;item295;Ring of Keys;0;N / A;Misc;0;0;0;0;Ring of Keys;104;0;0;0;0;Quest Item: Both the keys and ring are made of a metal you've never encountered before. The gemstones inset in the key heads are familiar to you. They are elemental heartstones like those incorporated in the conflux key Xanthor made for you.
630;item298;Idol of the Snake;0;N / A;Misc;0;0;0;0;Idol;105;0;0;0;0;Quest Item: An Idol of the ancient snake god who was worshipped by the Serpentmen who used to dwell on the Dagger Wound Islands.
631;item299;Big Brass Ring;0;N / A;Misc;0;0;0;0;Ring;106;0;0;0;0;Quest Item: A large ring of polished brass. It seems to be part of a door knocker.
632;item300;Naga Hide;0;N / A;Misc;0;0;0;0;Hide;107;0;0;0;0;The skinned and scraped hide of a naga.
633;item301;Dire Wolf Pelt;0;N / A;Misc;0;0;0;0;Pelt;108;0;0;0;0;The skinned and scraped hide of a dire wolf.
634;item302;Flute;0;N / A;Misc;0;0;0;0;Flute;109;0;0;0;0;Quest Item: A well crafted instrument.
635;item303;Royal Wasp Jelly;0;N / A;Misc;0;0;0;0;Jelly;110;0;0;0;0;A jar of royal wasp jelly.
636;item304;Dragonbane Flower;0;N / A;Misc;0;0;0;0;Dragonbane Flower;111;0;0;0;0;Quest Item: A fresh dragonbane flower. The petals are thick and waxy.
637;item305;Bone of Doom;0;N / A;Misc;0;0;0;0;Bone;112;0;0;0;0;Quest Item: The arm bone of the legendary necromancer, Zacharia. It is infused with the death magician's evil energy.
638;item306;Druid Circlet of Power;0;N / A;Misc;0;0;0;0;Circlet;113;0;0;0;0;A legendary item rumored to be from the time of the Ancients.  Only someone with the power of a Grand Druid can wear this item.
639;item307;Arcane Key;0;N / A;Misc;0;0;0;0;Key;141;0;0;0;0;Quest Item: A gem containing an unfocused magical energy.
640;item308;Wyvern Horn;0;N / A;Misc;0;0;0;0;Horn;114;0;0;0;0;A horn taken from a wyvern.
641;item309;Ogre Key;0;N / A;Misc;0;0;0;0;Key;142;0;0;0;0;Quest Item: A gem containing an unfocused magical energy.
642;item310;Pirate Hat;0;N / A;Misc;0;0;0;0;Hat;115;0;0;0;0;"Quest Item: A sea raider captain's hat. Inside the band are stitched the words ""D. P. Stanley."""
643;item311;Tobersk Fruit;0;N / A;Misc;0;0;0;0;Fruit;116;0;0;0;0;The fruit of the tobersk bush which only grows on the Dagger Wound Islands. It is the main export item of the islands' Lizardmen.
644;item312;Tobersk Pulp;0;N / A;Misc;0;0;0;0;Pulp;117;0;0;0;0;Pulp made from Dagger Wound Islands grown tobersk fruit.
645;item313;Tobersk Brandy;0;N / A;Misc;0;0;0;0;Brandy;118;0;0;0;0;Brandy made from the processed pulp of Dagger Wound Islands grown tobersk fruit.
646;item314;Heartwood of Jadame;0;N / A;Misc;0;0;0;0;Wood;119;0;0;0;0;The cooler climate of the Murmurwood forest causes the trees there to grow with a tight grain. These lumbered planks are of the clear grained heartwood.
647;item315;Flawed Amulets;0;N / A;Misc;0;0;0;0;Crate;120;0;0;0;0;A crate of from the Shadowspire artificers. Small flaws in workmanship have made them incapable of holding enchantments.
648;item316;Dried Sunfish;0;N / A;Misc;0;0;0;0;Crate;121;0;0;0;0;A crate of dried sunfish harvested from the Ifarine Sea. Some find the chewy, salty fish a delicacy.
649;item317;Silver Dust of the Sea;0;N / A;Misc;0;0;0;0;Crate;122;0;0;0;0;A crate full of bagged Silver Dust. Made by the Necromancers' Guild, it is said to have value to some sea travelers.
650;item318;Forged Vouchers;0;N / A;Misc;0;0;0;0;Vouchers;86;0;0;0;0;Forged credit documents used by the ogre mage Zog to embezzle gold from Alvarian merchant customers.
651;item319;Ground Wyvern Horn;0;N / A;Misc;0;0;0;0;Ground Wyvern Horn;123;0;0;0;0;A powerful potion reagent used by the Necromancers of Shadowspire.
652;item320;Prophecies of the Snake;0;N / A;Misc;0;0;0;0;Book;78;0;0;0;0;Quest Item: One of many books of prophecy circulating recently, the Prophecies of the Snake may indeed tell the future of Jadame.
653;item321;Ogre Ear;0;N / A;Misc;0;0;0;0;Ear;124;0;0;0;0;Used to keep track of kills, some bounty hunters collect these gruesome reminders of battles past.
654;item322;Wasp Stingers;0;N / A;Misc;0;0;0;0;Stinger;125;0;0;0;0;The stinger of a giant wasp.
655;item329;Green Apple;0;N / A;Misc;0;0;0;0;Apple;126;0;0;0;0;Jadamean green apples are crunchy, slightly tart and a good source of nutrition.  (To use the apple, pick it up and left-click over a character's portrait in the inventory screen.)
656;item326;Horseshoe;0;N / A;Misc;0;0;0;0;Horseshoe;127;0;0;0;0;This flawless horseshoe is made of silver.  (To use, pick the horseshoe up and right-click over a character's portrait.)
657;item327;Enchanted Amulet;0;N / A;Misc;0;0;0;0;Amulet;128;0;0;0;0;A pretty bauble favored by the Pirates of Regna for it appearance, not for any magical enchantment it may have.
658;item323;Wheel of Frelandeau;0;N / A;Misc;0;0;0;0;Cheese;129;0;0;0;0;Quest Item: A wheel of prized unicorn's-milk frelandeau cheese. Sliced onto crackers, it is the perfect compliment to a snifter of fine tobersk brandy.
659;item324;Log of Eldenbrie;0;N / A;Misc;0;0;0;0;Cheese;130;0;0;0;0;Quest Item: A log of Vori eldenbrie cheese. Though many have tried to duplicate its subtle, smoky flavor, only the master Frost Giant cheese masters of the frozen Vori wastes know the secrets of its formulation.
660;item325;Ball of Dunduck;0;N / A;Misc;0;0;0;0;Cheese;131;0;0;0;0;Quest Item: A ball of dunduck cheese. Made in small batches by the goblins of Erathia, most consider it an acquired taste.
661;item230;Emperor Thorn's Key;0;N / A;Misc;0;0;0;0;Key;80;0;0;0;0;Quest Item: The key you took from the Unicorn King's body.
662;item376;Cannonball of Dominion;0;N / A;Misc;0;0;0;0;Cannonball;155;0;0;0;0;Quest Item: The strange cannonball you took from the Regnan fortress. It is unlike any ammunition you've seen before.
663;null;quest item 663;0;0;0;0;0;0;0;0;1;0;0;0;0;quest item 663
664;null;quest item 664;0;0;0;0;0;0;0;0;1;0;0;0;0;quest item 664
665;null;quest item 665;0;0;0;0;0;0;0;0;1;0;0;0;0;quest item 665
666;null;quest item 666;0;0;0;0;0;0;0;0;1;0;0;0;0;quest item 666
667;null;quest item 667;0;0;0;0;0;0;0;0;1;0;0;0;0;quest item 667
668;null;quest item 668;0;0;0;0;0;0;0;0;1;0;0;0;0;quest item 668
669;null;quest item 669;0;0;0;0;0;0;0;0;1;0;0;0;0;quest item 669
670;null;quest item 670;0;0;0;0;0;0;0;0;1;0;0;0;0;quest item 670
671;null;quest item 671;0;0;0;0;0;0;0;0;1;0;0;0;0;quest item 671
672;null;quest item 672;0;0;0;0;0;0;0;0;1;0;0;0;0;quest item 672
673;null;quest item 673;0;0;0;0;0;0;0;0;1;0;0;0;0;quest item 673
674;null;quest item 674;0;0;0;0;0;0;0;0;1;0;0;0;0;quest item 674
675;null;quest item 675;0;0;0;0;0;0;0;0;1;0;0;0;0;quest item 675
676;null;quest item 676;0;0;0;0;0;0;0;0;1;0;0;0;0;quest item 676
677;null;quest item 677;0;0;0;0;0;0;0;0;1;0;0;0;0;quest item 677
678;null;quest item 678;0;0;0;0;0;0;0;0;1;0;0;0;0;quest item 678
679;null;quest item 679;0;0;0;0;0;0;0;0;1;0;0;0;0;quest item 679
680;null;quest item 680;0;0;0;0;0;0;0;0;1;0;0;0;0;quest item 680
681;null;quest item 681;0;0;0;0;0;0;0;0;1;0;0;0;0;quest item 681
682;null;quest item 682;0;0;0;0;0;0;0;0;1;0;0;0;0;quest item 682
683;null;quest item 683;0;0;0;0;0;0;0;0;1;0;0;0;0;quest item 683
684;null;quest item 684;0;0;0;0;0;0;0;0;1;0;0;0;0;quest item 684
685;null;quest item 685;0;0;0;0;0;0;0;0;1;0;0;0;0;quest item 685
686;item353;Iron-laced ore;5;Ore;Misc;0;1;2;0;Lump of Ore;133;0;0;0;0;A small chunk of iron-laced ore.  In the hands of a skilled craftsman, this could make a weapon, an amulet, a ring, armor, or almost any other useful item.
687;item354;Siertal-laced ore;50;Ore;Misc;0;1;2;0;Lump of Ore;134;0;0;0;0;A small chunk of siertal-laced ore.  Stronger and lighter than steel, in the hands of a skilled craftsman siertal could make an exceptional weapon, an amulet, a ring, armor, or almost any other useful item.
688;item355;Phylt-laced ore;100;Ore;Misc;0;1;2;0;Lump of Ore;135;0;0;0;0;A small chunk of phylt-laced ore.  Phylt is often used in steel alloys to increase the durability and enchantability of steel.  In the hands of a skilled craftsman phylt could make a weapon, an amulet, a ring, armor, or almost any other useful item.
689;item356;Kergar-laced ore;500;Ore;Misc;0;1;2;0;Lump of Ore;136;0;0;0;0;A small chunk of kergar-laced ore.  Kergar shares many properties of steel, but is much easier to enchant.  In the hands of a skilled craftsman kergar could easily make a magical weapon, an amulet, a ring, armor, or almost any other item.
690;item357;Erudine-laced ore;1000;Ore;Misc;0;1;2;0;Lump of Ore;137;0;0;0;0;A small chunk of erudine-laced ore.  A rare magical ore found in few regions of Erathia, in the hands of a skilled craftsman erudine could make a powerful weapon, an amulet, a ring, armor, or almost any other item.
691;item358;Stalt-laced ore;2000;Ore;Misc;0;1;2;0;Lump of Ore;138;0;0;0;0;A small chunk of stalt-laced ore.  Easy to enchant and as hard as obsidian, in the hands of a skilled craftsman stalt could make an incredibly powerful weapon, an amulet, a ring, armor, or almost any other item.
692;null;quest item 692;0;0;0;0;0;0;0;0;1;0;0;0;0;quest item 692
693;null;quest item 693;0;0;0;0;0;0;0;0;1;0;0;0;0;quest item 693
694;null;quest item 694;0;0;0;0;0;0;0;0;1;0;0;0;0;quest item 694
695;null;quest item 695;0;0;0;0;0;0;0;0;1;0;0;0;0;quest item 695
696;null;quest item 696;0;0;0;0;0;0;0;0;1;0;0;0;0;quest item 696
697;null;quest item 697;0;0;0;0;0;0;0;0;1;0;0;0;0;quest item 697
698;null;quest item 698;0;0;0;0;0;0;0;0;1;0;0;0;0;quest item 698
699;null;quest item 699;0;0;0;0;0;0;0;0;1;0;0;0;0;quest item 699
700;item199;Rejuvenation Recipe;1000;Mscroll;Misc;0;0;0;0;Rejuvenation Recipe;77;0;0;0;0;A message scroll.  (To read this message, pick the scroll up and right-click over a character's portrait.)
701;item199;Pure Might Recipe;1000;Mscroll;Misc;0;0;0;0;Pure Might Recipe;77;0;0;0;0;A message scroll.  (To read this message, pick the scroll up and right-click over a character's portrait.)
702;item199;Pure Accuracy Recipe;1000;Mscroll;Misc;0;0;0;0;Pure Accuracy Recipe;77;0;0;0;0;A message scroll.  (To read this message, pick the scroll up and right-click over a character's portrait.)
703;item199;Pure Personality Recipe;1000;Mscroll;Misc;0;0;0;0;Pure Personality Recipe;77;0;0;0;0;A message scroll.  (To read this message, pick the scroll up and right-click over a character's portrait.)
704;item199;Pure Endurance Recipe;1000;Mscroll;Misc;0;0;0;0;Pure Endurance Recipe;77;0;0;0;0;A message scroll.  (To read this message, pick the scroll up and right-click over a character's portrait.)
705;item199;Pure Intellect Recipe;1000;Mscroll;Misc;0;0;0;0;Pure Intellect Recipe;77;0;0;0;0;A message scroll.  (To read this message, pick the scroll up and right-click over a character's portrait.)
706;item199;Pure Speed Recipe;1000;Mscroll;Misc;0;0;0;0;Pure Speed Recipe;77;0;0;0;0;A message scroll.  (To read this message, pick the scroll up and right-click over a character's portrait.)
707;item199;Pure Luck Recipe;1000;Mscroll;Misc;0;0;0;0;Pure Luck Recipe;77;0;0;0;0;A message scroll.  (To read this message, pick the scroll up and right-click over a character's portrait.)
708;item199;Slaying Potion Recipe;750;Mscroll;Misc;0;0;0;0;Slaying Potion Recipe;77;0;0;0;0;A message scroll.  (To read this message, pick the scroll up and right-click over a character's portrait.)
709;item199;Stone To Flesh Recipe;750;Mscroll;Misc;0;0;0;0;Stone To Flesh Recipe;77;0;0;0;0;A message scroll.  (To read this message, pick the scroll up and right-click over a character's portrait.)
710;item199;Might Boost Recipe;750;Mscroll;Misc;0;0;0;0;Might Boost Recipe;77;0;0;0;0;A message scroll.  (To read this message, pick the scroll up and right-click over a character's portrait.)
711;item199;Intellect Boost Recipe;750;Mscroll;Misc;0;0;0;0;Intellect Boost Recipe;77;0;0;0;0;A message scroll.  (To read this message, pick the scroll up and right-click over a character's portrait.)
712;item199;Personality Boost Recipe;750;Mscroll;Misc;0;0;0;0;Personality Boost Recipe;77;0;0;0;0;A message scroll.  (To read this message, pick the scroll up and right-click over a character's portrait.)
713;item199;Endurance Boost Recipe;750;Mscroll;Misc;0;0;0;0;Endurance Boost Recipe;77;0;0;0;0;A message scroll.  (To read this message, pick the scroll up and right-click over a character's portrait.)
714;item199;Speed Boost Recipe;750;Mscroll;Misc;0;0;0;0;Speed Boost Recipe;77;0;0;0;0;A message scroll.  (To read this message, pick the scroll up and right-click over a character's portrait.)
715;item199;Accuracy Boost Recipe;750;Mscroll;Misc;0;0;0;0;Accuracy Boost Recipe;77;0;0;0;0;A message scroll.  (To read this message, pick the scroll up and right-click over a character's portrait.)
716;item199;Flaming Potion Recipe;750;Mscroll;Misc;0;0;0;0;Flaming Potion Recipe;77;0;0;0;0;A message scroll.  (To read this message, pick the scroll up and right-click over a character's portrait.)
717;item199;Freezing Potion Recipe;750;Mscroll;Misc;0;0;0;0;Freezing Potion Recipe;77;0;0;0;0;A message scroll.  (To read this message, pick the scroll up and right-click over a character's portrait.)
718;item199;Noxious Potion Recipe;750;Mscroll;Misc;0;0;0;0;Noxious Potion Recipe;77;0;0;0;0;A message scroll.  (To read this message, pick the scroll up and right-click over a character's portrait.)
719;item199;Shocking Potion Recipe;750;Mscroll;Misc;0;0;0;0;Shocking Potion Recipe;77;0;0;0;0;A message scroll.  (To read this message, pick the scroll up and right-click over a character's portrait.)
720;item199;Swift Potion Recipe;750;Mscroll;Misc;0;0;0;0;Swift Potion Recipe;77;0;0;0;0;A message scroll.  (To read this message, pick the scroll up and right-click over a character's portrait.)
721;item199;Cure Paralysis Recipe;750;Mscroll;Misc;0;0;0;0;Cure Paralysis Recipe;77;0;0;0;0;A message scroll.  (To read this message, pick the scroll up and right-click over a character's portrait.)
722;item199;Divine Restoration Recipe;750;Mscroll;Misc;0;0;0;0;Divine Restoration Recipe;77;0;0;0;0;A message scroll.  (To read this message, pick the scroll up and right-click over a character's portrait.)
723;item199;Divine Cure Recipe;750;Mscroll;Misc;0;0;0;0;Divine Cure Recipe;77;0;0;0;0;A message scroll.  (To read this message, pick the scroll up and right-click over a character's portrait.)
724;item199;Divine Power Recipe;750;Mscroll;Misc;0;0;0;0;Divine Power Recipe;77;0;0;0;0;A message scroll.  (To read this message, pick the scroll up and right-click over a character's portrait.)
725;item199;Luck Boost Recipe;750;Mscroll;Misc;0;0;0;0;Luck Boost Recipe;77;0;0;0;0;A message scroll.  (To read this message, pick the scroll up and right-click over a character's portrait.)
726;item199;Fire Resistance Recipe;750;Mscroll;Misc;0;0;0;0;Fire Resistance Recipe;77;0;0;0;0;A message scroll.  (To read this message, pick the scroll up and right-click over a character's portrait.)
727;item199;Air Resistance Recipe;750;Mscroll;Misc;0;0;0;0;Air Resistance Recipe;77;0;0;0;0;A message scroll.  (To read this message, pick the scroll up and right-click over a character's portrait.)
728;item199;Water Resistance Recipe;750;Mscroll;Misc;0;0;0;0;Water Resistance Recipe;77;0;0;0;0;A message scroll.  (To read this message, pick the scroll up and right-click over a character's portrait.)
729;item199;Earth Resistance Recipe;750;Mscroll;Misc;0;0;0;0;Earth Resistance Recipe;77;0;0;0;0;A message scroll.  (To read this message, pick the scroll up and right-click over a character's portrait.)
730;item199;Mind Resistance Recipe;750;Mscroll;Misc;0;0;0;0;Mind Resistance Recipe;77;0;0;0;0;A message scroll.  (To read this message, pick the scroll up and right-click over a character's portrait.)
731;item199;Body Resistance Recipe;750;Mscroll;Misc;0;0;0;0;Body Resistance Recipe;77;0;0;0;0;A message scroll.  (To read this message, pick the scroll up and right-click over a character's portrait.)
732;item199;Certificate of Authentication;0;Mscroll;Misc;0;0;0;0;Certificate;77;0;0;0;0;A certificate written by Dadeross. (To read it, pick up the certificate and right-click over a character's portrait.)
733;item199;Journal Scrap;0;Mscroll;Misc;0;0;0;0;Journal Scrap;77;0;0;0;0;A page torn from a travel journal. (To read it, pick it up and right-click over a character's portrait.)
734;item199;Journal Scrap;0;Mscroll;Misc;0;0;0;0;Journal Scrap;77;0;0;0;0;A page torn from a travel journal. (To read it, pick it up and right-click over a character's portrait.)
735;item199;Journal Scrap;0;Mscroll;Misc;0;0;0;0;Journal Scrap;77;0;0;0;0;A page torn from a travel journal. (To read it, pick it up and right-click over a character's portrait.)
736;item199;Journal Scrap;0;Mscroll;Misc;0;0;0;0;Journal Scrap;77;0;0;0;0;A page torn from a travel journal. (To read it, pick it up and right-click over a character's portrait.)
737;item199;Journal Scrap;0;Mscroll;Misc;0;0;0;0;Journal Scrap;77;0;0;0;0;A page torn from a travel journal. (To read it, pick it up and right-click over a character's portrait.)
738;item199;Journal Scrap;0;Mscroll;Misc;0;0;0;0;Journal Scrap;77;0;0;0;0;A page torn from a travel journal. (To read it, pick it up and right-click over a character's portrait.)
739;item199;Journal Scrap;0;Mscroll;Misc;0;0;0;0;Journal Scrap;77;0;0;0;0;A page torn from a travel journal. (To read it, pick it up and right-click over a character's portrait.)
740;item199;Journal Scrap;0;Mscroll;Misc;0;0;0;0;Journal Scrap;77;0;0;0;0;A page torn from a travel journal. (To read it, pick it up and right-click over a character's portrait.)
741;item264;Dadeross' Letter to Fellmoon;0;Mscroll;Misc;0;0;0;0;Letter;86;0;0;0;0;Quest Item: A letter from Dadeross to Elgar Fellmoon.  (To read the letter, pick it up and right-click over a character's portrait.)
